Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Protocol,Experimental Condition [Imaging Type],Comment [Gene Identifier] 1,Comment [Gene Symbol] 1,Comment [Gene Identifier] 2,Comment [Gene Symbol] 2,Comment [Genetic Background],Comment [Genetic Background Identifier],Comment [Gene Annotation Comments],Comment [Image File Path],Comment [Image File Type],Channels,Comment [Experimental Conclusion]
Figure 5C,A3_S1_0005*.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A3_S2_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A3_S3_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A3_S4_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A3_S5_0005.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A3_S6_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A3_S7_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A4_S1_0010.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A4_S2_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A4_S3_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A4_S4_0006.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A4_S5_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A4_S6_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A4_S7_0005.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A5_S1_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A5_S2_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A5_S3_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A5_S4_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A5_S5_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A5_S6_0005.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A5_S7_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,B1_S1_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,B1_S2_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,B1_S3_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,B1_S4_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,B1_S5_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,B1_S6_0005.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,B1_S7_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,B2_S1_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A2_S1_0004.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A2_S2_0005.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A2_S3_0005.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A2_S4_0005.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A2_S5_0006.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A2_S6_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A2_S7_0007.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A2_S9_0007.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A3_S1_0011.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A3_S2_0011.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A3_S3_0009.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A3_S4_0010.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A3_S5_0011.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A3_S6_0011.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A3_S7_0009.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A4_S1_0001.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A4_S2_0007.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A4_S3_0013.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A4_S4_0005.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A4_S5_0005.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A4_S6_0006.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A4_S7_0006.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A5_S1_0009.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A5_S2_0006.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A5_S3_0009.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A5_S4_0009.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A5_S5_0007.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A5_S6_0007.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,A5_S7_0005.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,B1_S1_0004.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,B1_S2_0005.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,B1_S3_0004.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,B1_S4_0004.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,B1_S5_0004.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,B1_S6_0004.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,B1_S7_0005.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,B2_S1_0005.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,B2_S2_0004.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5D,B2_S3_0004.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5D - Post-meiosis II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young post-anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5E,A5_S2_0003xx.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5E - Late anaphase II EM sections,Raw,,Serial TEM sections of a young anaphase II cell depicting the nuclear envelope-bound region outside the gamete plasma membranes.
Figure 5E,A5_S2_0004xx.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5E - Late anaphase II EM sections,Raw,,Serial TEM sections of a young anaphase II cell depicting the nuclear envelope-bound region outside the gamete plasma membranes.
Figure 5F,A4_S5_0004xx.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5F - Post-meiosis II EM sections,Raw,,Serial TEM sections of a young post-anaphase II cell depicting the nuclear envelope-bound region outside the gamete plasma membranes.
